codigoEmenda,ano,tipoEmenda,autor,nomeAutor,numeroEmenda,localidadeDoGasto,funcao,subfuncao,valorEmpenhado,valorLiquidado,valorPago,valorRestoInscrito,valorRestoCancelado,valorRestoPago
202222100016,2022,Emenda Individual - Transferências com Finalidade Definida,ESPERIDIAO AMIN,ESPERIDIAO AMIN,0016,Nacional,Defesa nacional,Defesa naval,"199.660,35","196.520,85","154.332,12","45.328,23","0,00","45.328,23"
202230890008,2022,Emenda Individual - Transferências com Finalidade Definida,EDUARDO CURY,EDUARDO CURY,0008,SÃO PAULO (UF),Saúde,Atenção básica,"199.669,00","199.669,00","199.669,00","0,00","0,00","0,00"
202290480003,2022,Emenda Individual - Transferências com Finalidade Definida,OSMAR TERRA,OSMAR TERRA,0003,Nacional,Agricultura,Difusão do conhecimento científico e tecnológico,"199.731,57","180.390,82","180.390,82","19.340,75","0,00","19.340,75"
202239040008,2022,Emenda Individual - Transferências com Finalidade Definida,ALE SILVA,ALE SILVA,0008,MINAS GERAIS (UF),Educação,Ensino profissional,"199.733,89","199.733,89","199.733,89","0,00","0,00","0,00"
202227760016,2022,Emenda Individual - Transferências com Finalidade Definida,ALESSANDRO MOLON,ALESSANDRO MOLON,0016,RIO DE JANEIRO (UF),Educação,Educação básica,"199.738,00","0,00","0,00","199.738,00","0,00","199.738,00"
202228620005,2022,Emenda Individual - Transferências com Finalidade Definida,BOHN GASS,BOHN GASS,0005,RIO GRANDE DO SUL (UF),Educação,Ensino superior,"199.755,00","0,00","0,00","199.755,00","0,00","199.755,00"
202241450015,2022,Emenda Individual - Transferências com Finalidade Definida,BIA CAVASSA,BIA CAVASSA,0015,MATO GROSSO DO SUL (UF),Agricultura,Desenvolvimento tecnológico e engenharia,"199.772,98","130.189,40","51.312,90","148.460,08","0,00","148.460,08"
202232980004,2022,Emenda Individual - Transferências com Finalidade Definida,HEITOR SCHUCH,HEITOR SCHUCH,0004,RIO GRANDE DO SUL (UF),Educação,Educação básica,"199.785,98","0,00","0,00","399.571,96","0,00","0,00"
202239940005,2022,Emenda Individual - Transferências com Finalidade Definida,GENERAL GIRAO,GENERAL GIRAO,0005,RIO GRANDE DO NORTE (UF),Urbanismo,Assistência comunitária,"199.786,84","42.500,00","0,00","209.284,84","0,00","190.288,84"
202239170008,2022,Emenda Individual - Transferências com Finalidade Definida,BENES LEOCADIO,BENES LEOCADIO,0008,RIO GRANDE DO NORTE (UF),Educação,Ensino profissional,"199.802,40","0,00","0,00","199.802,40","0,00","199.802,40"
202241320005,2022,Emenda Individual - Transferências com Finalidade Definida,TABATA AMARAL,TABATA AMARAL,0005,SÃO PAULO (UF),Educação,Ensino superior,"199.895,57","0,00","0,00","399.791,14","0,00","0,00"
202230890011,2022,Emenda Individual - Transferências com Finalidade Definida,EDUARDO CURY,EDUARDO CURY,0011,SÃO JOSÉ DOS CAMPOS - SP,Defesa nacional,Ensino superior,"199.900,69","102.051,69","68.843,32","132.334,37","0,00","129.780,37"
202237100012,2022,Emenda Individual - Transferências com Finalidade Definida,LUIZIANNE LINS,LUIZIANNE LINS,0012,CEARÁ (UF),Educação,Ensino superior,"199.917,76","68.149,76","33.946,56","222.798,20","0,00","109.144,20"
202213130003,2022,Emenda Individual - Transferências com Finalidade Definida,BOSCO COSTA,BOSCO COSTA,0003,SERGIPE (UF),Defesa nacional,Administração geral,"199.919,61","85.393,51","0,00","199.919,61","5.467,03","194.452,58"
202228180006,2022,Emenda Individual - Transferências com Finalidade Definida,TIRIRICA,TIRIRICA,0006,SÃO PAULO (UF),Defesa nacional,Formação de recursos humanos,"199.932,00","199.932,00","140.296,48","59.635,52","0,00","59.635,52"
202239660002,2022,Emenda Individual - Transferências com Finalidade Definida,DRA. SORAYA MANATO,DRA. SORAYA MANATO,0002,ESPÍRITO SANTO (UF),Defesa nacional,Defesa naval,"199.934,62","6.366,00","4.300,00","195.634,62","0,00","195.634,62"
202239510002,2022,Emenda Individual - Transferências com Finalidade Definida,DANIEL TRZECIAK,DANIEL TRZECIAK,0002,Sul,Agricultura,Desenvolvimento tecnológico e engenharia,"199.955,26","10.400,00","0,00","199.955,26","0,00","199.955,26"
202290600008,2022,Emenda Individual - Transferências com Finalidade Definida,GUILHERME DERRITE,GUILHERME DERRITE,0008,SÃO PAULO (UF),Desporto e lazer,Desporto comunitário,"199.960,25","199.960,25","199.960,25","0,00","0,00","0,00"
202239790006,2022,Emenda Individual - Transferências com Finalidade Definida,FABIO HENRIQUE,FABIO HENRIQUE,0006,Nacional,Defesa nacional,Normatização e fiscalização,"199.962,07","169.072,09","126.185,09","73.776,98","6.570,00","67.206,98"
202237670013,2022,Emenda Individual - Transferências com Finalidade Definida,TADEU ALENCAR,TADEU ALENCAR,0013,PERNAMBUCO (UF),Educação,Ensino superior,"199.970,04","0,00","0,00","205.808,34","0,00","194.131,74"
202292190020,2022,Emenda Individual - Transferências com Finalidade Definida,FLAVIO BOLSONARO,FLAVIO BOLSONARO,0020,Nacional,Defesa nacional,Defesa naval,"199.972,22","159.785,04","132.023,93","67.948,29","0,00","67.948,29"
202239440019,2022,Emenda Individual - Transferências com Finalidade Definida,CORONEL ARMANDO,CORONEL ARMANDO,0019,Nacional,Defesa nacional,Defesa terrestre,"199.978,32","199.978,32","96.034,07","103.944,25","0,00","103.944,25"
202237100013,2022,Emenda Individual - Transferências com Finalidade Definida,LUIZIANNE LINS,LUIZIANNE LINS,0013,CEARÁ (UF),Educação,Ensino superior,"199.987,96","28.413,00","0,00","229.487,96","0,00","170.487,96"
202225170010,2022,Emenda Individual - Transferências com Finalidade Definida,VINICIUS CARVALHO,VINICIUS CARVALHO,0010,Nacional,Defesa nacional,Defesa terrestre,"199.996,15","199.996,15","199.996,15","0,00","0,00","0,00"
202231350007,2022,Emenda Individual - Transferências com Finalidade Definida,ARLINDO CHINAGLIA,ARLINDO CHINAGLIA,0007,SÃO PAULO (UF),Educação,Ensino profissional,"199.998,23","37.439,76","17.466,76","198.247,55","0,00","166.815,39"
202239810011,2022,Emenda Individual - Transferências com Finalidade Definida,FELICIO LATERCA,FELICIO LATERCA,0011,RIO DE JANEIRO (UF),Desporto e lazer,Desporto comunitário,"199.998,55","0,00","0,00","199.998,55","0,00","199.998,55"
202239810012,2022,Emenda Individual - Transferências com Finalidade Definida,FELICIO LATERCA,FELICIO LATERCA,0012,Nacional,Defesa nacional,Administração geral,"199.999,25","0,00","0,00","199.999,25","2.158,25","197.841,00"
202216190020,2022,Emenda Individual - Transferências com Finalidade Definida,ATILA LINS,ATILA LINS,0020,HUMAITÁ - AM,Assistência social,Assistência comunitária,"20,00","20,00","20,00","0,00","0,00","0,00"
202292190017,2022,Emenda Individual - Transferências com Finalidade Definida,FLAVIO BOLSONARO,FLAVIO BOLSONARO,0017,Nacional,Defesa nacional,Desenvolvimento científico,"20,00","198.627,11","2,00","181.372,89","0,00","178.627,11"
202212460021,2022,Emenda Individual - Transferências Especiais,JULIO CESAR,JULIO CESAR,0021,PAVUSSU - PI,Encargos especiais,Outras transferências,"20,00","0,00","0,00","20,00","0,00","20,00"
202240390020,2022,Emenda Individual - Transferências com Finalidade Definida,MARCELO CALERO,MARCELO CALERO,0020,RIO DE JANEIRO - RJ,Cultura,Difusão cultural,"20,00","20,00","20,00","0,00","0,00","0,00"
202240610013,2022,Emenda Individual - Transferências com Finalidade Definida,PROFESSORA ROSA NEIDE,PROFESSORA ROSA NEIDE,0013,MATO GROSSO (UF),Desporto e lazer,Desporto comunitário,"20,00","20,00","20,00","0,00","0,00","0,00"
202240640019,2022,Emenda Individual - Transferências com Finalidade Definida,ROGERIO CORREIA,ROGERIO CORREIA,0019,MINAS GERAIS (UF),Cultura,Difusão cultural,"20,00","10,00","10,00","10,00","0,00","10,00"
202240630010,2022,Emenda Individual - Transferências com Finalidade Definida,RODRIGO AGOSTINHO,RODRIGO AGOSTINHO,0010,SÃO PAULO (UF),Gestão ambiental,Preservação e conservação ambiental,"20,00","0,00","0,00","20,00","0,00","20,00"
202239190011,2022,Emenda Individual - Transferências com Finalidade Definida,BIA KICIS,BIA KICIS,0011,BRASÍLIA - DF,Defesa nacional,Desporto comunitário,"20,00","56.000,95","56.000,95","143.999,05","0,00","143.999,05"
202240260012,2022,Emenda Individual - Transferências com Finalidade Definida,JUNINHO DO PNEU,JUNINHO DO PNEU,0012,RIO DE JANEIRO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos","20,00","199.876,59","199.876,59","246,82","0,00","0,00"
202230930003,2022,Emenda Individual - Transferências com Finalidade Definida,EVAIR VIEIRA DE MELO,EVAIR VIEIRA DE MELO,0003,ESPÍRITO SANTO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos","20,00","20,00","20,00","0,00","0,00","0,00"
202240790008,2022,Emenda Individual - Transferências com Finalidade Definida,LUCAS BARRETO,LUCAS BARRETO,0008,AMAPÁ (UF),Educação,Ensino superior,"20,00","20,00","20,00","0,00","0,00","0,00"
202229250012,2022,Emenda Individual - Transferências com Finalidade Definida,CARMEN ZANOTTO,CARMEN ZANOTTO,0012,SANTA CATARINA (UF),Agricultura,Promoção da produção agropecuária,"20,00","0,00","0,00","20,00","0,00","20,00"
202239080015,2022,Emenda Individual - Transferências com Finalidade Definida,ALEXANDRE PADILHA,ALEXANDRE PADILHA,0015,SÃO PAULO (UF),Ciência e Tecnologia,Desenvolvimento científico,"20,00","0,00","0,00","40,00","0,00","0,00"
202239190013,2022,Emenda Individual - Transferências com Finalidade Definida,BIA KICIS,BIA KICIS,0013,Nacional,Defesa nacional,Desenvolvimento científico,"20,00","1,00","1,00","19,00","0,00","19,00"
202219970012,2022,Emenda Individual - Transferências com Finalidade Definida,VICENTINHO,VICENTINHO,0012,SÃO PAULO (UF),Educação,Ensino superior,"20,00","0,00","0,00","214.545,17","0,00","185.454,83"
202241690015,2022,Emenda Individual - Transferências com Finalidade Definida,PROFESSOR ISRAEL BATISTA,PROFESSOR ISRAEL BATISTA,0015,Nacional,Direitos da cidadania,"Direitos individuais, coletivos e difusos","20,00","20,00","20,00","0,00","0,00","0,00"
202231350003,2022,Emenda Individual - Transferências com Finalidade Definida,ARLINDO CHINAGLIA,ARLINDO CHINAGLIA,0003,SÃO PAULO (UF),Educação,Ensino profissional,"200.000,00","0,00","0,00","200.000,00","0,00","200.000,00"
202233120004,2022,Emenda Individual - Transferências com Finalidade Definida,HELDER SALOMAO,HELDER SALOMAO,0004,ESPÍRITO SANTO (UF),Educação,Ensino profissional,"200.000,00","200.000,00","200.000,00","0,00","0,00","0,00"
202240390001,2022,Emenda Individual - Transferências com Finalidade Definida,MARCELO CALERO,MARCELO CALERO,0001,RIO DE JANEIRO - RJ,Cultura,Difusão cultural,"200.000,00","200.000,00","200.000,00","0,00","0,00","0,00"
202212830010,2022,Emenda Individual - Transferências com Finalidade Definida,WILSON SANTIAGO,WILSON SANTIAGO,0010,PARAÍBA (UF),Segurança pública,Custódia e reintegração social,"200.000,00","0,00","0,00","200.000,00","0,00","200.000,00"
202224970005,2022,Emenda Individual - Transferências com Finalidade Definida,CHICO D'ANGELO,CHICO D'ANGELO,0005,NOVA IGUAÇU - RJ,Educação,Ensino superior,"200.000,00","0,00","0,00","200.000,00","0,00","200.000,00"
202239010006,2022,Emenda Individual - Transferências com Finalidade Definida,AIRTON FALEIRO,AIRTON FALEIRO,0006,BAHIA (UF),Educação,Ensino superior,"200.000,00","200.000,00","200.000,00","0,00","0,00","0,00"
202241100007,2022,Emenda Individual - Transferências com Finalidade Definida,JULIO CESAR RIBEIRO,JULIO CESAR RIBEIRO,0007,Nacional,Cultura,Difusão cultural,"200.000,00","100.000,00","100.000,00","100.000,00","0,00","100.000,00"
202237470003,2022,Emenda Individual - Transferências com Finalidade Definida,RICARDO TEOBALDO,RICARDO TEOBALDO,0003,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos","200.000,00","0,00","0,00","600.000,00","0,00","0,00"
202239920011,2022,Emenda Individual - Transferências com Finalidade Definida,FREI ANASTACIO RIBEIRO,FREI ANASTACIO RIBEIRO,0011,PARAÍBA (UF),Assistência social,Alimentação e nutrição,"200.000,00","200.000,00","200.000,00","0,00","0,00","0,00"
202227370006,2022,Emenda Individual - Transferências com Finalidade Definida,ANTONIO BRITO,ANTONIO BRITO,0006,ITAGI - BA,Segurança pública,Policiamento,"200.000,00","0,00","0,00","200.000,00","1.174,88","198.825,12"
202236460019,2022,Emenda Individual - Transferências com Finalidade Definida,GUSTAVO FRUET,GUSTAVO FRUET,0019,PARANÁ (UF),Cultura,Difusão cultural,"200.000,00","0,00","0,00","200.000,00","0,00","200.000,00"
202230360020,2022,Emenda Individual - Transferências Especiais,ALAN RICK,ALAN RICK,0020,ACRE (UF),Encargos especiais,Outras transferências,"200.000,00","0,00","0,00","200.000,00","0,00","200.000,00"
202227180002,2022,Emenda Individual - Transferências com Finalidade Definida,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0002,ARCOVERDE - PE,Cultura,Difusão cultural,"200.000,00","0,00","0,00","200.000,00","0,00","200.000,00"
202222890005,2022,Emenda Individual - Transferências com Finalidade Definida,RENAN CALHEIROS,RENAN CALHEIROS,0005,DELMIRO GOUVEIA - AL,Direitos da cidadania,"Direitos individuais, coletivos e difusos","200.000,00","0,00","0,00","400.000,00","0,00","0,00"
202240790003,2022,Emenda Individual - Transferências com Finalidade Definida,LUCAS BARRETO,LUCAS BARRETO,0003,AMAPÁ (UF),Educação,Ensino superior,"200.000,00","0,00","0,00","329.800,00","0,00","70.200,00"
202241300022,2022,Emenda Individual - Transferências com Finalidade Definida,SAMIA BOMFIM,SAMIA BOMFIM,0022,SÃO PAULO - SP,Cultura,Difusão cultural,"20,00","0,00","0,00","20,00","0,00","20,00"
202239300013,2022,Emenda Individual - Transferências com Finalidade Definida,CARLOS JORDY,CARLOS JORDY,0013,RIO DE JANEIRO (UF),Segurança pública,Policiamento,"20,00","0,00","0,00","40,00","0,00","0,00"
202238050003,2022,Emenda Individual - Transferências com Finalidade Definida,WELLINGTON FAGUNDES,WELLINGTON FAGUNDES,0003,Nacional,Defesa nacional,Desenvolvimento científico,"20,00","191.697,13","191.697,13","8.302,87","0,00","8.302,87"
202239010005,2022,Emenda Individual - Transferências com Finalidade Definida,AIRTON FALEIRO,AIRTON FALEIRO,0005,PARÁ (UF),Educação,Ensino superior,"20,00","164.700,00","164.700,00","70.600,00","0,00","0,00"
202239540002,2022,Emenda Individual - Transferências com Finalidade Definida,DAVID MIRANDA,DAVID MIRANDA,0002,RIO DE JANEIRO (UF),Gestão ambiental,Preservação e conservação ambiental,"20,00","0,00","0,00","20,00","0,00","20,00"
202232700002,2022,Emenda Individual - Transferências com Finalidade Definida,LEONIDAS CRISTINO,LEONIDAS CRISTINO,0002,CEARÁ (UF),Segurança pública,Policiamento,"20,00","0,00","0,00","20,00","0,00","20,00"
202233960011,2022,Emenda Individual - Transferências com Finalidade Definida,HIRAN GONCALVES,HIRAN GONCALVES,0011,RORAIMA (UF),Cultura,Difusão cultural,"20,00","20,00","20,00","0,00","0,00","0,00"
202241090016,2022,Emenda Individual - Transferências Especiais,JOSE RICARDO,JOSE RICARDO,0016,AMAZONAS (UF),Encargos especiais,Outras transferências,"20,00","0,00","0,00","20,00","0,00","20,00"
202222630001,2022,Emenda Individual - Transferências com Finalidade Definida,JADER BARBALHO,JADER BARBALHO,0001,PARÁ (UF),Educação,Ensino superior,"20,00","0,00","0,00","40,00","0,00","0,00"
202210740006,2022,Emenda Individual - Transferências com Finalidade Definida,ANDRE DE PAULA,ANDRE DE PAULA,0006,PERNAMBUCO (UF),Cultura,Difusão cultural,"20,00","0,00","0,00","20,00","0,00","20,00"
202240390015,2022,Emenda Individual - Transferências com Finalidade Definida,MARCELO CALERO,MARCELO CALERO,0015,RIO DE JANEIRO - RJ,Cultura,Difusão cultural,"20,00","0,00","0,00","20,00","0,00","20,00"
202292040015,2022,Emenda Individual - Transferências com Finalidade Definida,MARCOS DO VAL,MARCOS DO VAL,0015,ESPÍRITO SANTO (UF),Segurança pública,Policiamento,"20,00","52.900,00","0,00","20,00","0,00","20,00"
202228260005,2022,Emenda Individual - Transferências com Finalidade Definida,ERIKA KOKAY,ERIKA KOKAY,0005,Centro-Oeste,Cultura,"Patrimônio histórico, artístico e arqueológico","20,00","20,00","20,00","0,00","0,00","0,00"
202229250003,2022,Emenda Individual - Transferências com Finalidade Definida,CARMEN ZANOTTO,CARMEN ZANOTTO,0003,SANTA CATARINA (UF),Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,"20,00","0,00","0,00","20,00","0,00","20,00"
202241450016,2022,Emenda Individual - Transferências com Finalidade Definida,BIA CAVASSA,BIA CAVASSA,0016,MATO GROSSO DO SUL (UF),Segurança pública,Policiamento,"20,00","0,00","0,00","40,00","0,00","0,00"
202212460008,2022,Emenda Individual - Transferências Especiais,JULIO CESAR,JULIO CESAR,0008,BERTOLÍNIA - PI,Encargos especiais,Outras transferências,"20,00","20,00","20,00","0,00","0,00","0,00"
202240500014,2022,Emenda Individual - Transferências com Finalidade Definida,OSSESIO SILVA,OSSESIO SILVA,0014,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,"20,00","0,00","0,00","20,00","0,00","20,00"
202241290007,2022,Emenda Individual - Transferências com Finalidade Definida,RODRIGO COELHO,RODRIGO COELHO,0007,SANTA CATARINA (UF),Cultura,Difusão cultural,"20,00","0,00","0,00","20,00","57.855,40","142.144,60"
202227760020,2022,Emenda Individual - Transferências com Finalidade Definida,ALESSANDRO MOLON,ALESSANDRO MOLON,0020,RIO DE JANEIRO (UF),Desporto e lazer,Desporto comunitário,"20,00","0,00","0,00","20,00","20,00","0,00"
202212460019,2022,Emenda Individual - Transferências Especiais,JULIO CESAR,JULIO CESAR,0019,JATOBÁ DO PIAUÍ - PI,Encargos especiais,Outras transferências,"20,00","0,00","0,00","20,00","0,00","20,00"
202240800016,2022,Emenda Individual - Transferências com Finalidade Definida,JAQUES WAGNER,JAQUES WAGNER,0016,Nacional,Agricultura,Promoção da produção agropecuária,"20,00","0,00","0,00","20,00","0,00","20,00"
202236460013,2022,Emenda Individual - Transferências com Finalidade Definida,GUSTAVO FRUET,GUSTAVO FRUET,0013,PARANÁ (UF),Educação,Ensino superior,"20,00","0,00","0,00","40,00","0,00","0,00"
202229250011,2022,Emenda Individual - Transferências com Finalidade Definida,CARMEN ZANOTTO,CARMEN ZANOTTO,0011,SANTA CATARINA (UF),Cultura,Difusão cultural,"20,00","10,00","10,00","10,00","0,00","10,00"
202213390007,2022,Emenda Individual - Transferências com Finalidade Definida,DANIEL ALMEIDA,DANIEL ALMEIDA,0007,BAHIA (UF),Educação,Ensino superior,"20,00","20,00","20,00","0,00","0,00","0,00"
202237030008,2022,Emenda Individual - Transferências com Finalidade Definida,LEO DE BRITO,LEO DE BRITO,0008,ACRE (UF),Cultura,Difusão cultural,"20,00","0,00","0,00","20,00","0,00","20,00"
202242020008,2022,Emenda Individual - Transferências com Finalidade Definida,CARLA DICKSON,CARLA DICKSON,0008,RIO GRANDE DO NORTE (UF),Segurança pública,Policiamento,"20,00","0,00","0,00","20,00","0,00","20,00"
202240910012,2022,Emenda Individual - Transferências com Finalidade Definida,ZENAIDE MAIA,ZENAIDE MAIA,0012,Nacional,Defesa nacional,Administração geral,"20,00","20,00","20,00","0,00","0,00","0,00"
202231350006,2022,Emenda Individual - Transferências com Finalidade Definida,ARLINDO CHINAGLIA,ARLINDO CHINAGLIA,0006,SÃO PAULO (UF),Educação,Ensino profissional,"20,00","0,00","0,00","40,00","0,00","0,00"
202237930009,2022,Emenda Individual - Transferências com Finalidade Definida,LASIER MARTINS,LASIER MARTINS,0009,Nacional,Defesa nacional,Defesa naval,"20,00","0,00","0,00","20,00","0,00","20,00"
202239190005,2022,Emenda Individual - Transferências com Finalidade Definida,BIA KICIS,BIA KICIS,0005,Nacional,Assistência social,Assistência comunitária,"20,00","0,00","0,00","20,00","0,00","20,00"
202236460003,2022,Emenda Individual - Transferências com Finalidade Definida,GUSTAVO FRUET,GUSTAVO FRUET,0003,Nacional,Encargos especiais,Outros encargos especiais,"20,00","20,00","20,00","0,00","0,00","0,00"
202240390022,2022,Emenda Individual - Transferências com Finalidade Definida,MARCELO CALERO,MARCELO CALERO,0022,RIO DE JANEIRO - RJ,Cultura,Difusão cultural,"20,00","20,00","20,00","0,00","0,00","0,00"
202241690009,2022,Emenda Individual - Transferências com Finalidade Definida,PROFESSOR ISRAEL BATISTA,PROFESSOR ISRAEL BATISTA,0009,DISTRITO FEDERAL (UF),Desporto e lazer,Desporto de rendimento,"20,00","20,00","20,00","0,00","0,00","0,00"
202228850018,2022,Emenda Individual - Transferências com Finalidade Definida,HUMBERTO COSTA,HUMBERTO COSTA,0018,Nacional,Ciência e Tecnologia,Difusão do conhecimento científico e tecnológico,"20,00","0,00","0,00","20,00","0,00","20,00"
202219970018,2022,Emenda Individual - Transferências com Finalidade Definida,VICENTINHO,VICENTINHO,0018,SÃO PAULO (UF),Cultura,"Patrimônio histórico, artístico e arqueológico","20,00","20,00","20,00","0,00","0,00","0,00"
202212460016,2022,Emenda Individual - Transferências Especiais,JULIO CESAR,JULIO CESAR,0016,COCAL DE TELHA - PI,Encargos especiais,Outras transferências,"20,00","0,00","0,00","20,00","0,00","20,00"
202239100010,2022,Emenda Individual - Transferências com Finalidade Definida,ALINE GURGEL,ALINE GURGEL,0010,AMAPÁ (UF),Educação,Ensino superior,"20,00","20,00","20,00","0,00","0,00","0,00"
202237670017,2022,Emenda Individual - Transferências com Finalidade Definida,TADEU ALENCAR,TADEU ALENCAR,0017,PERNAMBUCO (UF),Segurança pública,Policiamento,"20,00","0,00","0,00","20,00","0,00","20,00"
202238990004,2022,Emenda Individual - Transferências com Finalidade Definida,ADRIANA VENTURA,ADRIANA VENTURA,0004,SÃO PAULO (UF),Ciência e Tecnologia,Difusão do conhecimento científico e tecnológico,"20,00","0,00","0,00","40,00","0,00","0,00"
202219830003,2022,Emenda Individual - Transferências com Finalidade Definida,MARIA DO ROSARIO,MARIA DO ROSARIO,0003,Nacional,Agricultura,Promoção da produção agropecuária,"20,00","20,00","20,00","0,00","0,00","0,00"
202240790009,2022,Emenda Individual - Transferências com Finalidade Definida,LUCAS BARRETO,LUCAS BARRETO,0009,AMAPÁ (UF),Educação,Ensino superior,"20,00","119.980,00","0,00","20,00","0,00","20,00"
202224460006,2022,Emenda Individual - Transferências com Finalidade Definida,JOAO MAIA,JOAO MAIA,0006,Nacional,Segurança pública,Policiamento,"20,00","0,00","0,00","20,00","0,00","20,00"
202241380005,2022,Emenda Individual - Transferências com Finalidade Definida,EDUARDO GIRAO,EDUARDO GIRAO,0005,CEARÁ (UF),Agricultura,Promoção da produção agropecuária,"20,00","0,00","0,00","20,00","0,00","20,00"
202233960014,2022,Emenda Individual - Transferências com Finalidade Definida,HIRAN GONCALVES,HIRAN GONCALVES,0014,IRACEMA - RR,Agricultura,Promoção da produção agropecuária,"20,00","0,00","0,00","40,00","0,00","0,00"
202240110016,2022,Emenda Individual - Transferências com Finalidade Definida,GLEISI HOFFMANN,GLEISI HOFFMANN,0016,BAHIA (UF),Educação,Ensino superior,"20,00","20,00","20,00","0,00","0,00","0,00"
202240640011,2022,Emenda Individual - Transferências com Finalidade Definida,ROGERIO CORREIA,ROGERIO CORREIA,0011,MINAS GERAIS (UF),Educação,Ensino superior,"200.000,00","186.500,00","0,00","200.000,00","0,00","200.000,00"
202219970023,2022,Emenda Individual - Transferências com Finalidade Definida,VICENTINHO,VICENTINHO,0023,SÃO PAULO (UF),Educação,Ensino superior,"200.000,00","0,00","0,00","308.990,20","0,00","91.009,80"
202241210005,2022,Emenda Individual - Transferências com Finalidade Definida,NEREU CRISPIM,NEREU CRISPIM,0005,Nacional,Defesa nacional,Defesa naval,"200.000,00","0,00","0,00","200.000,00","0,00","200.000,00"
202241360024,2022,Emenda Individual - Transferências com Finalidade Definida,IZALCI LUCAS,IZALCI LUCAS,0024,DISTRITO FEDERAL (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos","200.000,00","200.000,00","200.000,00","0,00","0,00","0,00"
202230650003,2022,Emenda Individual - Transferências com Finalidade Definida,CAPITAO FABIO ABREU,CAPITAO FABIO ABREU,0003,PIAUÍ (UF),Segurança pública,Policiamento,"200.000,00","0,00","0,00","400.000,00","0,00","0,00"
202229240019,2022,Emenda Individual - Transferências Especiais,STEFANO AGUIAR,STEFANO AGUIAR,0019,ITAGUARA - MG,Encargos especiais,Outras transferências,"200.000,00","0,00","0,00","200.000,00","0,00","200.000,00"
202225200010,2022,Emenda Individual - Transferências com Finalidade Definida,CARLOS ZARATTINI,CARLOS ZARATTINI,0010,SÃO PAULO (UF),Educação,Ensino profissional,"200.000,00","0,00","0,00","200.000,00","0,00","200.000,00"
202239100007,2022,Emenda Individual - Transferências com Finalidade Definida,ALINE GURGEL,ALINE GURGEL,0007,AMAPÁ (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos","200.000,00","200.000,00","200.000,00","0,00","0,00","0,00"
202214080003,2022,Emenda Individual - Transferências com Finalidade Definida,PATRUS ANANIAS,PATRUS ANANIAS,0003,MINAS GERAIS (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos","200.000,00","100.000,00","100.000,00","200.000,00","0,00","0,00"
202228150010,2022,Emenda Individual - Transferências com Finalidade Definida,RICARDO IZAR,RICARDO IZAR,0010,SÃO PAULO (UF),Cultura,Difusão cultural,"200.000,00","0,00","0,00","200.000,00","0,00","200.000,00"
202227590019,2022,Emenda Individual - Transferências com Finalidade Definida,EROS BIONDINI,EROS BIONDINI,0019,MINAS GERAIS (UF),Educação,Ensino superior,"200.000,00","190.000,00","0,00","210.000,00","0,00","190.000,00"
202241580012,2022,Emenda Individual - Transferências com Finalidade Definida,LUIZ LIMA,LUIZ LIMA,0012,RIO DE JANEIRO (UF),Desporto e lazer,Desporto comunitário,"200.000,00","200.000,00","200.000,00","0,00","0,00","0,00"
202227180017,2022,Emenda Individual - Transferências com Finalidade Definida,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0017,PERNAMBUCO (UF),Segurança pública,Policiamento,"200.000,00","0,00","0,00","400.000,00","0,00","0,00"
202241630013,2022,Emenda Individual - Transferências com Finalidade Definida,NATALIA BONAVIDES,NATALIA BONAVIDES,0013,RIO GRANDE DO NORTE (UF),Educação,Ensino superior,"200.000,00","151.796,00","43.301,00","156.699,00","0,00","156.699,00"
202237250002,2022,Emenda Individual - Transferências com Finalidade Definida,MARIANA CARVALHO,MARIANA CARVALHO,0002,Nacional,Defesa nacional,Defesa naval,"200.000,00","196.719,35","196.719,35","3.280,65","0,00","3.280,65"
202227240005,2022,Emenda Individual - Transferências com Finalidade Definida,PASTOR EURICO,PASTOR EURICO,0005,Nacional,Segurança pública,Policiamento,"20,00","0,00","0,00","40,00","0,00","0,00"
202237330014,2022,Emenda Individual - Transferências com Finalidade Definida,MOSES RODRIGUES,MOSES RODRIGUES,0014,CEARÁ (UF),Desporto e lazer,Desporto comunitário,"20,00","0,00","0,00","20,00","0,00","20,00"
202237100001,2022,Emenda Individual - Transferências com Finalidade Definida,LUIZIANNE LINS,LUIZIANNE LINS,0001,CEARÁ (UF),Educação,Ensino profissional,"20,00","198.676,90","106.519,65","94.404,50","0,00","92.556,20"
202239110002,2022,Emenda Individual - Transferências com Finalidade Definida,ALINE SLEUTJES,ALINE SLEUTJES,0002,PARANÁ (UF),Segurança pública,Policiamento,"20,00","0,00","0,00","40,00","0,00","0,00"
202228670006,2022,Emenda Individual - Transferências com Finalidade Definida,MARCON,MARCON,0006,Sul,Agricultura,Promoção da produção agropecuária,"20,00","20,00","20,00","0,00","0,00","0,00"
